Date,Show_name,Potential_Gross,Difference,Average_ticket,Seats_Sold,Seats_in_theater,Previews,%cap,diff_cap
2022-05-08,Aladdin,1091385.55,125858.37,83.17,13123.0,1727.0,8.0,94.98,4.39
2022-05-08,American Buffalo,514501.63,-14344.67,109.80,4686.0,751.0,8.0,78.0,0.94
2022-05-08,Beetlejuice,900622.5,24883.90,111.99,8042.0,1602.0,8.0,62.75,5.51
2022-05-08,Birthday Candles,264076.0,-22311.00,72.87,3624.0,727.0,8.0,62.31,-5.16
2022-05-08,The Book of Mormon,905752.71,48571.74,115.02,7875.0,1066.0,8.0,92.34,6.61
2022-05-08,Chicago,684274.4,99173.15,95.72,7149.0,1080.0,8.0,82.74,10.68
2022-05-08,Come From Away,473306.68,27212.28,96.08,4926.0,1046.0,8.0,58.87,-2.1
2022-05-08,Company,617116.73,-43105.98,110.93,5563.0,1046.0,8.0,66.48,0.14
2022-05-08,Dear Evan Hansen,489004.5,14396.80,90.64,5395.0,984.0,8.0,68.53,4.16
2022-05-08,for colored girls who have considered suicide/when the rainbow is enuf,159092.9,-91081.60,65.71,2421.0,773.0,8.0,39.15,-11.77
2022-05-08,Funny Girl,1382855.75,266382.80,145.38,9512.0,1219.0,8.0,97.54,0.58
2022-05-08,Girl From the North Country,274781.5,142825.00,82.25,3341.0,798.0,8.0,52.33,-3.88
2022-05-08,Hadestown,856528.5,4841.50,118.81,7209.0,918.0,8.0,98.16,2.79
2022-05-08,Hamilton,2103020.0,11287.00,210.05,10012.0,1324.0,8.0,94.52,3.39
2022-05-08,Hangmen,252543.44,-41489.56,97.09,2601.0,802.0,8.0,40.54,-15.06
2022-05-08,Harry Potter and the Cursed Child,1177920.8,81968.80,112.55,10466.0,1622.0,8.0,80.66,9.89
2022-05-08,How I Learned to Drive,317017.0,5987.00,75.10,4221.0,637.0,8.0,82.83,-13.72
2022-05-08,The Lion King,1716181.0,80784.00,130.06,13195.0,1696.0,8.0,97.25,3.67
2022-05-08,The Little Prince,330668.47,97860.47,53.07,6231.0,1472.0,8.0,52.91,27.01
2022-05-08,Macbeth,1365598.5,394861.50,169.07,8077.0,1051.0,8.0,96.06,-3.34
2022-05-08,The Minutes,346283.0,-28529.00,93.69,3696.0,667.0,8.0,69.27,-6.74
2022-05-08,MJ The Musical,1352589.0,125763.90,135.63,9973.0,1387.0,8.0,89.88,5.44
2022-05-08,Moulin Rouge! The Musical,1592497.5,172652.90,154.27,10323.0,1300.0,8.0,99.26,4.03
2022-05-08,Mr. Saturday Night,565411.5,-145857.70,139.33,4058.0,1191.0,5.0,68.14,-15.91
2022-05-08,Mrs. Doubtfire,477132.0,55678.00,83.56,5710.0,1034.0,8.0,69.03,5.1
2022-05-08,The Music Man,3431657.08,116986.52,282.42,12151.0,1525.0,8.0,99.6,1.61
2022-05-08,Paradise Square,193669.3,-12892.50,40.31,4804.0,982.0,8.0,61.15,6.87
2022-05-08,The Phantom of the Opera,742308.2,117127.78,94.60,7847.0,1605.0,8.0,61.11,9.18
2022-05-08,Plaza Suite,1668783.1,12709.50,215.16,7756.0,975.0,8.0,99.44,0.81
2022-05-08,POTUS: Or Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive,380673.5,50256.58,66.68,5709.0,1451.0,8.0,49.18,-27.39
2022-05-08,SIX: The Musical,1162514.0,78644.00,146.15,7954.0,1031.0,8.0,96.44,7.22
2022-05-08,The Skin of Our Teeth,174481.0,33370.00,52.81,3304.0,1058.0,8.0,39.04,-8.27
2022-05-08,A Strange Loop,476797.0,61521.50,96.03,4965.0,922.0,8.0,67.31,-8.76
2022-05-08,Take Me Out,351909.7,-57013.05,105.30,3342.0,585.0,7.0,81.61,-5.63
2022-05-08,Tina: The Tina Turner Musical,1065578.3,193232.80,122.56,8694.0,1478.0,8.0,73.53,14.13
2022-05-08,Wicked,1341127.0,144364.00,119.06,11264.0,1807.0,8.0,77.92,4.53
2022-05-15,Aladdin,998162.79,-93222.76,78.12,12777.0,1727.0,8.0,92.48,-2.5
2022-05-15,American Buffalo,536163.9,21662.27,110.14,4868.0,751.0,8.0,81.03,3.03
2022-05-15,Beetlejuice,886771.5,-13851.00,109.93,8067.0,1602.0,8.0,62.94,0.19
2022-05-15,Birthday Candles,266797.0,2721.00,71.39,3737.0,727.0,8.0,64.25,1.94
2022-05-15,The Book of Mormon,941030.65,35277.94,122.55,7679.0,1066.0,8.0,90.04,-2.3
2022-05-15,Chicago,667945.65,-16328.75,96.19,6944.0,1080.0,8.0,80.37,-2.37
2022-05-15,Come From Away,468509.24,-4797.44,92.81,5048.0,1046.0,8.0,60.33,1.46
2022-05-15,Company,719968.09,102851.36,102.50,7024.0,1046.0,8.0,83.94,17.46
2022-05-15,Dear Evan Hansen,522763.89,33759.39,89.61,5834.0,984.0,8.0,74.11,5.58
2022-05-15,for colored girls who have considered suicide/when the rainbow is enuf,249353.6,90260.70,61.40,4061.0,773.0,8.0,65.67,26.52
2022-05-15,Funny Girl,1316457.0,-66398.75,136.79,9624.0,1219.0,8.0,98.69,1.15
2022-05-15,Girl From the North Country,289305.0,14523.50,73.41,3941.0,798.0,8.0,61.73,9.4
2022-05-15,Hadestown,943568.75,87040.25,129.01,7314.0,918.0,8.0,99.59,1.43
2022-05-15,Hamilton,2053252.0,-49768.00,200.75,10228.0,1324.0,8.0,96.56,2.04
2022-05-15,Hangmen,288436.08,35892.64,94.20,3062.0,802.0,8.0,47.72,7.18
2022-05-15,Harry Potter and the Cursed Child,1163099.1,-14821.70,113.72,10228.0,1622.0,8.0,78.82,-1.84
2022-05-15,How I Learned to Drive,364925.0,47908.00,84.06,4341.0,637.0,8.0,85.18,2.35
2022-05-15,The Lion King,1636928.0,-79253.00,129.31,12659.0,1696.0,8.0,93.3,-3.95
2022-05-15,Macbeth,1233487.42,-132111.08,170.70,7226.0,1051.0,7.0,98.22,2.16
2022-05-15,The Minutes,386898.0,40615.00,99.46,3890.0,667.0,8.0,72.9,3.63
2022-05-15,MJ The Musical,1352143.2,-445.80,129.17,10468.0,1387.0,8.0,94.34,4.46
2022-05-15,Moulin Rouge! The Musical,537705.4,-1054792.10,113.20,4750.0,1300.0,4.0,91.35,-7.91
2022-05-15,Mr. Saturday Night,858847.0,293435.50,131.75,6519.0,1191.0,7.0,78.19,10.05
2022-05-15,Mrs. Doubtfire,395679.0,-81453.00,75.77,5222.0,1034.0,8.0,63.13,-5.9
2022-05-15,The Music Man,3377554.04,-54103.04,275.31,12268.0,1525.0,8.0,100.56,0.96
2022-05-15,Paradise Square,235604.0,41934.70,42.93,5488.0,982.0,8.0,69.86,8.71
2022-05-15,The Phantom of the Opera,728082.26,-14225.94,94.51,7704.0,1605.0,8.0,60.0,-1.11
2022-05-15,Plaza Suite,1619810.9,-48972.20,209.82,7720.0,975.0,8.0,98.97,-0.47
2022-05-15,POTUS: Or Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive,461864.25,81190.75,73.01,6326.0,1451.0,8.0,54.5,5.32
2022-05-15,SIX: The Musical,1190681.0,28167.00,146.11,8149.0,1031.0,8.0,98.8,2.36
2022-05-15,The Skin of Our Teeth,115745.0,-58736.00,48.82,2371.0,1058.0,5.0,44.82,5.78
2022-05-15,A Strange Loop,690667.95,213870.95,104.82,6589.0,922.0,8.0,89.33,22.02
2022-05-15,Take Me Out,474951.23,123041.53,112.79,4211.0,581.0,8.0,90.6,8.99
2022-05-15,Tina: The Tina Turner Musical,1015122.0,-50456.30,117.68,8626.0,1478.0,8.0,72.95,-0.58
2022-05-15,Wicked,1361373.0,20246.00,123.31,11040.0,1807.0,8.0,76.37,-1.55
2022-05-22,Aladdin,1080376.79,82214.00,82.95,13025.0,1727.0,8.0,94.27,1.79
2022-05-22,American Buffalo,555265.4,19101.50,114.94,4831.0,751.0,8.0,80.41,-0.62
2022-05-22,Beetlejuice,903330.5,16559.00,111.28,8118.0,1602.0,8.0,63.34,0.4
2022-05-22,Birthday Candles,270637.0,3840.00,70.55,3836.0,727.0,8.0,65.96,1.71
2022-05-22,The Book of Mormon,1021148.45,80117.80,126.38,8080.0,1066.0,8.0,94.75,4.71
2022-05-22,Chicago,718799.79,50854.14,96.22,7470.0,1080.0,8.0,86.46,6.09
2022-05-22,Come From Away,480469.98,11960.74,94.77,5070.0,1046.0,8.0,60.59,0.26
2022-05-22,Company,726009.7,6041.61,113.58,6392.0,1046.0,8.0,76.39,-7.55
2022-05-22,Dear Evan Hansen,547243.5,24479.61,95.64,5722.0,984.0,8.0,72.69,-1.42
2022-05-22,for colored girls who have considered suicide/when the rainbow is enuf,339177.4,89823.80,76.64,4443.0,773.0,8.0,71.85,6.18
2022-05-22,Funny Girl,1319771.5,3314.50,138.38,9537.0,1219.0,8.0,97.8,-0.89
2022-05-22,Girl From the North Country,304809.0,15504.00,84.55,3605.0,798.0,8.0,56.47,-5.26
2022-05-22,Hadestown,1040274.25,96705.50,140.62,7398.0,918.0,8.0,100.74,1.15
2022-05-22,Hamilton,2266325.0,213073.00,222.84,10170.0,1324.0,8.0,96.02,-0.54
2022-05-22,Hangmen,306867.91,18431.83,98.07,3129.0,802.0,8.0,48.77,1.05
2022-05-22,Harry Potter and the Cursed Child,1332544.5,169445.40,116.97,11392.0,1622.0,8.0,87.79,8.97
2022-05-22,How I Learned to Drive,370367.0,5442.00,87.35,4240.0,637.0,8.0,83.2,-1.98
2022-05-22,The Lion King,1771357.0,134429.00,136.16,13009.0,1696.0,8.0,95.88,2.58
2022-05-22,Macbeth,1353699.5,120212.08,166.40,8135.0,1051.0,8.0,96.75,-1.47
2022-05-22,The Minutes,342174.0,-44724.00,91.66,3733.0,667.0,8.0,69.96,-2.94
2022-05-22,MJ The Musical,1464625.8,112482.60,135.90,10777.0,1387.0,8.0,97.13,2.79
2022-05-22,Moulin Rouge! The Musical,1369261.65,831556.25,138.37,9896.0,1300.0,8.0,95.15,3.8
2022-05-22,Mr. Saturday Night,818982.0,-39865.00,141.35,5794.0,1191.0,7.0,69.5,-8.69
2022-05-22,Mrs. Doubtfire,509975.0,114296.00,83.55,6104.0,1034.0,8.0,73.79,10.66
2022-05-22,The Music Man,3487855.2,110301.16,283.20,12316.0,1525.0,8.0,100.95,0.39
2022-05-22,Paradise Square,241952.4,6348.40,53.74,4502.0,982.0,8.0,57.31,-12.55
2022-05-22,The Phantom of the Opera,892439.04,164356.78,97.01,9199.0,1605.0,8.0,71.64,11.64
2022-05-22,Plaza Suite,1647507.0,27696.10,213.21,7727.0,975.0,8.0,99.06,0.09
2022-05-22,POTUS: Or Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive,529449.19,67584.94,79.21,6684.0,1451.0,8.0,57.58,3.08
2022-05-22,SIX: The Musical,1283416.0,92735.00,157.88,8129.0,1031.0,8.0,98.56,-0.24
2022-05-22,The Skin of Our Teeth,164479.0,48734.00,59.42,2768.0,1058.0,6.0,43.6,-1.22
2022-05-22,A Strange Loop,703727.73,13059.78,106.26,6623.0,922.0,8.0,89.79,0.46
2022-05-22,Take Me Out,540659.45,65708.22,120.07,4503.0,581.0,8.0,96.88,6.28
2022-05-22,Tina: The Tina Turner Musical,1013155.5,-1966.50,119.94,8447.0,1478.0,8.0,71.44,-1.51
2022-05-22,Wicked,1572052.0,210679.00,123.26,12754.0,1807.0,8.0,88.23,11.86
2022-05-29,Aladdin,841176.53,-239200.26,100.24,8392.0,1727.0,5.0,97.19,2.92
2022-05-29,American Buffalo,496203.32,-59062.08,101.35,4896.0,751.0,8.0,81.49,1.08
2022-05-29,Beetlejuice,1067929.0,164598.50,116.41,9174.0,1602.0,8.0,71.58,8.24
2022-05-29,Birthday Candles,328372.0,57735.00,69.61,4717.0,727.0,8.0,81.1,15.14
2022-05-29,The Book of Mormon,1053153.05,32004.60,127.73,8245.0,1066.0,8.0,96.68,1.93
2022-05-29,Chicago,772682.66,53882.87,97.60,7917.0,1080.0,8.0,91.63,5.17
2022-05-29,Come From Away,459655.5,-20814.48,86.97,5285.0,1046.0,8.0,63.16,2.57
2022-05-29,Company,684509.6,-41500.10,109.33,6261.0,1046.0,8.0,74.82,-1.57
2022-05-29,Dear Evan Hansen,588371.29,41127.79,94.46,6229.0,984.0,8.0,79.13,6.44
2022-05-29,for colored girls who have considered suicide/when the rainbow is enuf,226306.7,-112870.70,70.06,3230.0,773.0,8.0,52.23,-19.62
2022-05-29,Funny Girl,1261614.55,-58156.95,136.32,9255.0,1219.0,8.0,94.9,-2.9
2022-05-29,Girl From the North Country,307358.0,2549.00,83.29,3690.0,798.0,8.0,57.8,1.33
2022-05-29,Hadestown,1170869.5,130595.25,158.78,7374.0,918.0,8.0,100.41,-0.33
2022-05-29,Hamilton,2322989.0,56664.00,222.66,10433.0,1324.0,8.0,98.5,2.48
2022-05-29,Hangmen,287451.0,-19416.91,96.88,2967.0,802.0,8.0,46.24,-2.53
2022-05-29,Harry Potter and the Cursed Child,1586565.1,254020.60,126.41,12551.0,1622.0,8.0,96.72,8.93
2022-05-29,How I Learned to Drive,371173.0,806.00,86.28,4302.0,637.0,8.0,84.42,1.22
2022-05-29,The Lion King,2000284.0,228927.00,148.42,13477.0,1696.0,8.0,99.33,3.45
2022-05-29,Macbeth,1116578.4,-237121.10,161.12,6930.0,1051.0,7.0,94.2,-2.55
2022-05-29,The Minutes,322173.0,-20001.00,88.46,3642.0,667.0,8.0,68.25,-1.71
2022-05-29,MJ The Musical,1460190.3,-4435.50,140.29,10408.0,1387.0,8.0,93.8,-3.33
2022-05-29,Moulin Rouge! The Musical,1310156.85,-59104.80,135.32,9682.0,1300.0,8.0,93.1,-2.05
2022-05-29,Mr. Saturday Night,396540.0,-422442.00,131.65,3012.0,1188.0,4.0,63.38,-6.12
2022-05-29,Mrs. Doubtfire,725699.6,215724.60,92.66,7832.0,1034.0,8.0,94.68,20.89
2022-05-29,The Music Man,3287293.88,-200561.32,268.55,12241.0,1525.0,8.0,100.34,-0.61
2022-05-29,Paradise Square,261255.7,19303.30,54.43,4800.0,982.0,8.0,61.1,3.79
2022-05-29,The Phantom of the Opera,976104.43,83665.39,97.13,10049.0,1605.0,8.0,78.26,6.62
2022-05-29,Plaza Suite,1644055.85,-3451.15,212.74,7728.0,975.0,8.0,99.08,0.02
2022-05-29,POTUS: Or Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive,445741.0,-83708.19,74.17,6010.0,1451.0,8.0,51.77,-5.81
2022-05-29,SIX: The Musical,1283844.0,428.00,157.91,8130.0,1031.0,8.0,98.57,0.01
2022-05-29,The Skin of Our Teeth,289682.0,125203.00,51.49,5626.0,1058.0,8.0,66.47,22.87
2022-05-29,A Strange Loop,720553.34,16825.61,106.67,6755.0,912.0,8.0,92.58,2.79
2022-05-29,Take Me Out,591558.85,50899.40,129.96,4552.0,581.0,8.0,97.93,1.05
2022-05-29,Tina: The Tina Turner Musical,909005.5,-104150.00,117.20,7756.0,1478.0,8.0,65.6,-5.84
2022-05-29,Wicked,1780207.0,208155.00,130.30,13662.0,1807.0,8.0,94.51,6.28
2022-06-05,Aladdin,1188639.17,347462.64,90.00,13207.0,1727.0,8.0,95.59,-1.6
2022-06-05,American Buffalo,433548.8,-62654.52,98.24,4413.0,751.0,8.0,73.45,-8.04
2022-06-05,Beetlejuice,1019501.5,-48427.50,114.63,8894.0,1602.0,8.0,69.4,-2.18
2022-06-05,The Book of Mormon,947843.9,-105309.15,122.18,7758.0,1066.0,8.0,90.97,-5.71
2022-06-05,Chicago,763452.49,-9230.17,97.90,7798.0,1080.0,8.0,90.25,-1.38
2022-06-05,Come From Away,461759.5,2104.00,86.70,5326.0,1046.0,8.0,63.65,0.49
2022-06-05,Company,582979.15,-101530.45,106.27,5486.0,1046.0,8.0,65.56,-9.26
2022-06-05,Dear Evan Hansen,508454.95,-79916.34,92.90,5473.0,984.0,8.0,69.52,-9.61
2022-06-05,for colored girls who have considered suicide/when the rainbow is enuf,300666.34,74359.64,69.06,4354.0,773.0,8.0,70.41,18.18
2022-06-05,Funny Girl,1178026.75,-83587.80,137.72,8554.0,1219.0,8.0,87.72,-7.18
2022-06-05,Girl From the North Country,308134.24,776.24,86.95,3544.0,798.0,8.0,55.51,-2.29
2022-06-05,Hadestown,846938.85,-323930.65,118.52,7146.0,918.0,8.0,97.3,-3.11
2022-06-05,Hamilton,2191718.0,-131271.00,206.94,10591.0,1324.0,8.0,99.99,1.49
2022-06-05,Hangmen,257198.56,-30252.44,91.99,2796.0,802.0,8.0,43.58,-2.66
2022-06-05,Harry Potter and the Cursed Child,1331192.3,-255372.80,116.96,11382.0,1622.0,8.0,87.72,-9.0
2022-06-05,How I Learned to Drive,160548.0,-210625.00,47.95,3348.0,637.0,7.0,75.08,-9.34
2022-06-05,The Lion King,1864584.0,-135700.00,142.88,13050.0,1696.0,8.0,96.18,-3.15
2022-06-05,Macbeth,995270.2,-121308.20,149.22,6670.0,1051.0,8.0,79.33,-14.87
2022-06-05,The Minutes,272498.0,-49675.00,87.40,3118.0,667.0,8.0,58.43,-9.82
2022-06-05,MJ The Musical,1402897.4,-57292.90,133.49,10509.0,1387.0,8.0,94.71,0.91
2022-06-05,Moulin Rouge! The Musical,1196718.8,-113438.05,124.88,9583.0,1300.0,8.0,92.14,-0.96
2022-06-05,The Music Man,3274285.64,-13008.24,268.58,12191.0,1525.0,8.0,99.93,-0.41
2022-06-05,Paradise Square,229336.7,-31919.00,49.87,4599.0,982.0,8.0,58.54,-2.56
2022-06-05,The Phantom of the Opera,880654.84,-95449.59,95.39,9232.0,1605.0,8.0,71.9,-6.36
2022-06-05,Plaza Suite,1576899.55,-67156.30,205.14,7687.0,975.0,8.0,98.55,-0.53
2022-06-05,POTUS: Or Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive,430900.0,-14841.00,77.17,5584.0,1451.0,8.0,48.1,-3.67
2022-06-05,SIX: The Musical,1167198.0,-116646.00,152.10,7674.0,1031.0,8.0,93.04,-5.53
2022-06-05,A Strange Loop,685772.13,-34781.21,105.18,6520.0,912.0,8.0,89.36,-3.22
2022-06-05,Take Me Out,658210.15,66651.30,143.53,4586.0,581.0,8.0,98.67,0.74
2022-06-05,Tina: The Tina Turner Musical,747930.5,-161075.00,117.88,6345.0,1478.0,8.0,53.66,-11.94
2022-06-05,Wicked,1691594.0,-88613.00,125.53,13476.0,1807.0,8.0,93.22,-1.29
2022-06-12,Aladdin,1273005.65,84366.48,96.74,13159.0,1727.0,8.0,95.24,-0.35
2022-06-12,American Buffalo,460041.96,26493.16,102.73,4478.0,751.0,8.0,74.53,1.08
2022-06-12,Beetlejuice,1160587.5,141086.00,117.59,9870.0,1602.0,8.0,77.01,7.61
2022-06-12,The Book of Mormon,1003363.5,55519.60,124.49,8060.0,1066.0,8.0,94.51,3.54
2022-06-12,Chicago,548919.39,-214533.10,89.18,6155.0,1080.0,8.0,71.24,-19.01
2022-06-12,Come From Away,592763.5,131004.00,92.26,6425.0,1046.0,8.0,76.78,13.13
2022-06-12,Company,640297.03,57317.88,103.36,6195.0,1046.0,8.0,74.03,8.47
2022-06-12,Dear Evan Hansen,587266.8,78811.85,94.83,6193.0,984.0,8.0,78.67,9.15
2022-06-12,Funny Girl,1116695.25,-61331.50,133.27,8379.0,1219.0,8.0,85.92,-1.8
2022-06-12,Girl From the North Country,274733.5,-33400.74,76.70,3582.0,798.0,7.0,64.12,8.61
2022-06-12,Hadestown,878292.75,31353.90,121.26,7243.0,918.0,8.0,98.62,1.32
2022-06-12,Hamilton,2190665.0,-1053.00,213.91,10241.0,1324.0,8.0,96.69,-3.3
2022-06-12,Hangmen,293491.36,36292.80,91.83,3196.0,802.0,8.0,49.81,6.23
2022-06-12,Harry Potter and the Cursed Child,1481217.4,150025.10,123.40,12003.0,1622.0,8.0,92.5,4.78
2022-06-12,How I Learned to Drive,288289.0,127741.00,71.11,4054.0,637.0,7.0,90.92,15.84
2022-06-12,The Lion King,1951072.0,86488.00,145.89,13374.0,1696.0,8.0,98.57,2.39
2022-06-12,Macbeth,909344.0,-85926.20,143.52,6336.0,1051.0,7.0,86.12,6.79
2022-06-12,The Minutes,280802.0,8304.00,88.36,3178.0,667.0,8.0,59.56,1.13
2022-06-12,MJ The Musical,1444056.6,41159.20,135.39,10666.0,1387.0,8.0,96.12,1.41
2022-06-12,Moulin Rouge! The Musical,1235273.7,38554.90,122.17,10111.0,1300.0,8.0,97.22,5.08
2022-06-12,Mr. Saturday Night,848030.0,0.00,131.11,6468.0,1188.0,7.0,77.78,0.0
2022-06-12,The Music Man,3411384.96,137099.32,278.09,12267.0,1525.0,8.0,100.55,0.62
2022-06-12,Paradise Square,263146.5,33809.80,55.73,4722.0,982.0,8.0,60.11,1.57
2022-06-12,The Phantom of the Opera,965649.7,84994.86,93.18,10363.0,1605.0,8.0,80.71,8.81
2022-06-12,Plaza Suite,1708386.6,131487.05,219.50,7783.0,975.0,8.0,99.78,1.23
2022-06-12,POTUS: Or Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive,478971.75,48071.75,81.20,5899.0,1451.0,8.0,50.82,2.72
2022-06-12,SIX: The Musical,1116564.0,-50634.00,156.05,7155.0,1031.0,7.0,99.14,6.1
2022-06-12,A Strange Loop,676315.5,-9456.63,108.23,6249.0,912.0,7.0,97.89,8.53
2022-06-12,Take Me Out,717419.65,59209.50,154.95,4630.0,581.0,8.0,99.61,0.94
2022-06-12,Tina: The Tina Turner Musical,931804.0,183873.50,118.60,7857.0,1478.0,8.0,66.45,12.79
2022-06-12,Wicked,1861096.0,169502.00,130.39,14273.0,1807.0,8.0,98.73,5.51
2022-06-19,Aladdin,1247349.95,-25655.70,95.14,13110.0,1727.0,8.0,94.89,-0.35
2022-06-19,American Buffalo,468820.7,8778.74,103.88,4513.0,751.0,8.0,75.12,0.59
2022-06-19,Beetlejuice,1197586.5,36999.00,117.48,10194.0,1602.0,8.0,79.54,2.53
2022-06-19,The Book of Mormon,908616.2,-94747.30,120.92,7514.0,1066.0,8.0,88.11,-6.4
2022-06-19,Chicago,608328.01,59408.62,90.85,6696.0,1080.0,8.0,77.5,6.26
2022-06-19,Come From Away,552032.5,-40731.00,84.68,6519.0,1046.0,8.0,77.9,1.12
2022-06-19,Company,727178.49,86881.46,112.74,6450.0,1046.0,8.0,77.08,3.05
2022-06-19,Dear Evan Hansen,600482.15,13215.35,89.77,6689.0,984.0,8.0,84.97,6.3
2022-06-19,Funny Girl,1131489.85,14794.60,136.47,8291.0,1219.0,8.0,85.02,-0.9
2022-06-19,Girl From the North Country,342227.54,67494.04,73.93,4629.0,798.0,8.0,72.51,8.39
2022-06-19,Hadestown,884606.5,6313.75,120.93,7315.0,918.0,8.0,99.61,0.99
2022-06-19,Hamilton,2230433.0,39768.00,213.52,10446.0,1324.0,8.0,98.62,1.93
2022-06-19,Hangmen,358976.0,65484.64,94.87,3784.0,802.0,8.0,58.98,9.17
2022-06-19,Harry Potter and the Cursed Child,1522847.55,41630.15,124.23,12258.0,1622.0,8.0,94.47,1.97
2022-06-19,The Lion King,1947145.0,-3927.00,145.93,13343.0,1696.0,8.0,98.34,-0.23
2022-06-19,Macbeth,923465.9,14121.90,131.75,7009.0,1051.0,8.0,83.36,-2.76
2022-06-19,The Minutes,272135.0,-8667.00,87.28,3118.0,667.0,8.0,58.43,-1.13
2022-06-19,MJ The Musical,1660978.0,216921.40,150.04,11070.0,1387.0,8.0,99.77,3.65
2022-06-19,Moulin Rouge! The Musical,1274172.1,38898.40,124.32,10249.0,1300.0,8.0,98.55,1.33
2022-06-19,Mr. Saturday Night,732809.5,-115220.50,136.69,5361.0,1188.0,6.0,75.21,-2.57
2022-06-19,The Music Man,1780050.48,-1631334.48,206.10,8637.0,1525.0,8.0,70.8,-29.75
2022-06-19,Paradise Square,387669.9,124523.40,76.55,5064.0,982.0,8.0,64.46,4.35
2022-06-19,The Phantom of the Opera,986380.04,20730.34,94.46,10442.0,1605.0,8.0,81.32,0.61
2022-06-19,Plaza Suite,1596307.1,-112079.50,204.94,7789.0,975.0,8.0,99.86,0.08
2022-06-19,POTUS: Or Behind Every Great Dumbass Are Seven Women Trying to Keep Him Alive,497431.5,18459.75,85.56,5814.0,1451.0,8.0,50.09,-0.73
2022-06-19,SIX: The Musical,1171935.0,55371.00,163.18,7182.0,1031.0,7.0,99.52,0.38
2022-06-19,A Strange Loop,845313.44,168997.94,116.00,7287.0,912.0,8.0,99.88,1.99
2022-06-19,Tina: The Tina Turner Musical,771540.5,-160263.50,108.03,7142.0,1478.0,8.0,60.4,-6.05
2022-06-19,Wicked,1894999.0,33903.00,130.40,14532.0,1867.0,8.0,97.32,-1.41
2022-06-26,Aladdin,1355330.32,107980.37,99.86,13572.0,1727.0,8.0,98.23,3.34
2022-06-26,American Buffalo,442645.94,-26174.76,100.42,4408.0,751.0,8.0,73.37,-1.75
2022-06-26,Beetlejuice,1231851.5,34265.00,118.14,10427.0,1602.0,8.0,81.36,1.82
2022-06-26,The Book of Mormon,1048780.7,140164.50,125.42,8362.0,1066.0,8.0,98.05,9.94
2022-06-26,Chicago,524956.65,-83371.36,89.52,5864.0,1080.0,8.0,67.87,-9.63
2022-06-26,Come From Away,545263.14,-6769.36,89.24,6110.0,1046.0,7.0,83.45,5.55
2022-06-26,Company,823686.19,96507.70,114.85,7172.0,1046.0,8.0,85.71,8.63
2022-06-26,Dear Evan Hansen,636061.05,35578.90,94.75,6713.0,984.0,8.0,85.28,0.31
