Date,Show_name,Potential_Gross,Difference,Average_ticket,Seats_Sold,Seats_in_theater,Previews,%cap,diff_cap
2023-04-16,New York New York,1018014.25,86903.45,88.71,11476.0,1643.0,0.0,87.31,-6.58
2023-04-16,Parade,1126838.15,-7700.40,141.60,7958.0,1020.0,8.0,97.52,-1.84
2023-04-16,Peter Pan Goes Wrong,903539.5,312829.30,113.67,7949.0,1047.0,0.0,94.9,10.13
2023-04-16,The Phantom of the Opera,3739934.16,91062.03,287.07,13028.0,1605.0,8.0,101.46,-0.26
2023-04-16,Pictures From Home,285686.0,102107.48,71.71,3984.0,807.0,7.0,70.53,13.63
2023-04-16,Prima Facie,889665.7,0.00,161.11,5522.0,802.0,0.0,98.36,0.0
2023-04-16,Shucked,594349.0,39393.40,69.58,8542.0,1171.0,8.0,91.18,-4.25
2023-04-16,SIX: The Musical,1133985.0,-74393.00,143.52,7901.0,1031.0,8.0,95.79,-4.46
2023-04-16,Some Like It Hot,833772.0,-15748.98,96.45,8645.0,1448.0,8.0,74.63,-4.28
2023-04-16,Summer 1976,362597.0,87626.00,92.52,3919.0,637.0,0.0,87.89,1.78
2023-04-16,Sweeney Todd,1789653.0,-1173.00,169.33,10569.0,1498.0,7.0,100.79,0.03
2023-04-16,The Thanksgiving Play,167206.85,8019.40,43.73,3824.0,581.0,0.0,82.27,8.41
2023-04-16,Wicked,2251012.0,-500647.00,147.53,15258.0,1926.0,8.0,99.03,-0.93
2023-04-23,& Juliet,1119666.4,-177729.00,140.13,7990.0,1026.0,8.0,97.34,-2.6
2023-04-23,Aladdin,1358496.0,-403156.80,102.44,13261.0,1727.0,8.0,95.98,-1.01
2023-04-23,Bad Cinderella,539119.21,-32072.39,74.05,7280.0,1398.0,8.0,65.09,-7.06
2023-04-23,A Beautiful Noise The Neil Diamond Musical,1036421.7,79403.60,145.24,7136.0,1152.0,8.0,77.43,1.77
2023-04-23,The Book of Mormon,971848.51,-79571.29,121.28,8013.0,1066.0,8.0,93.96,-3.24
2023-04-23,Camelot,896148.0,84755.00,116.50,7692.0,1047.0,8.0,91.83,-4.06
2023-04-23,Chicago,654674.25,-28805.86,94.74,6910.0,1080.0,8.0,79.98,-1.28
2023-04-23,Dancin',456342.8,-132752.54,101.07,4515.0,989.0,8.0,57.07,-16.67
2023-04-23,A Doll's House,806285.0,-52547.00,116.16,6941.0,946.0,8.0,91.72,-1.46
2023-04-23,Fat Ham,368730.0,58899.00,74.12,4975.0,704.0,8.0,88.33,12.09
2023-04-23,Funny Girl,1613009.25,-149866.00,197.41,8171.0,1219.0,8.0,83.79,-7.06
2023-04-23,Good Night Oscar,614404.52,10848.94,104.38,5886.0,1022.0,0.0,82.28,12.51
2023-04-23,Hadestown,761496.75,-126763.65,109.32,6966.0,918.0,8.0,94.85,-3.68
2023-04-23,Hamilton,1946309.0,-93934.00,182.34,10674.0,1324.0,8.0,100.77,-0.41
2023-04-23,Harry Potter and the Cursed Child,1247260.6,-424597.50,115.67,10783.0,1622.0,8.0,83.1,-14.46
2023-04-23,Kimberly Akimbo,456640.1,1481.90,82.83,5513.0,773.0,8.0,89.15,6.92
2023-04-23,Leopoldstadt,482663.6,21127.00,100.20,4817.0,1075.0,8.0,56.01,-1.96
2023-04-23,Life of Pi,524613.5,-50250.45,83.31,6297.0,978.0,8.0,80.48,-1.43
2023-04-23,The Lion King,2165365.0,-660542.00,168.96,12816.0,1696.0,8.0,94.46,-2.76
2023-04-23,MJ The Musical,1641192.0,-92111.00,153.18,10714.0,1387.0,8.0,96.56,-2.83
2023-04-23,Moulin Rouge! The Musical,1348727.91,-121131.65,133.92,10071.0,1300.0,8.0,96.84,-2.61
2023-04-23,New York New York,967104.5,-50909.75,81.54,11860.0,1643.0,0.0,90.23,2.92
2023-04-23,Parade,1100980.93,-25857.22,141.30,7792.0,1020.0,8.0,95.49,-2.03
2023-04-23,Peter Pan Goes Wrong,817911.82,-85627.68,108.06,7569.0,1047.0,7.0,90.37,-4.53
2023-04-23,Pictures From Home,292860.0,7174.00,70.15,4175.0,807.0,7.0,73.91,3.38
2023-04-23,Prima Facie,807415.6,-82250.10,129.89,6216.0,802.0,1.0,96.88,-1.48
2023-04-23,Shucked,586473.6,-7875.40,70.19,8356.0,1171.0,8.0,89.2,-1.98
2023-04-23,SIX: The Musical,1049962.0,-84023.00,134.32,7817.0,1031.0,8.0,94.77,-1.02
2023-04-23,Some Like It Hot,808461.3,-25310.70,101.20,7989.0,1448.0,8.0,68.97,-5.66
2023-04-23,Summer 1976,355365.0,-7232.00,84.01,4230.0,637.0,0.0,94.86,6.97
2023-04-23,Sweeney Todd,1823700.0,34047.00,172.57,10568.0,1498.0,7.0,100.78,-0.01
2023-04-23,The Thanksgiving Play,205806.6,38599.75,52.04,3955.0,581.0,5.0,85.09,2.82
2023-04-23,Wicked,1732716.0,-518296.00,123.03,14084.0,1807.0,8.0,97.43,-1.6
2023-04-30,& Juliet,1030768.3,-88898.10,131.51,7838.0,1026.0,8.0,95.49,-1.85
2023-04-30,Aladdin,1461099.6,102603.60,109.27,13371.0,1727.0,8.0,96.78,0.8
2023-04-30,Bad Cinderella,514980.4,-24138.81,70.73,7281.0,1398.0,8.0,65.1,0.01
2023-04-30,A Beautiful Noise The Neil Diamond Musical,1004232.8,-32188.90,144.91,6930.0,1152.0,8.0,75.2,-2.23
2023-04-30,The Book of Mormon,952103.83,-19744.68,116.55,8169.0,1066.0,8.0,95.79,1.83
2023-04-30,Camelot,921018.0,24870.00,122.17,7539.0,1047.0,8.0,90.01,-1.82
2023-04-30,Chicago,700827.01,46152.76,93.88,7465.0,1080.0,8.0,86.4,6.42
2023-04-30,Dancin',386969.82,-69372.98,100.07,3867.0,989.0,8.0,48.88,-8.19
2023-04-30,A Doll's House,814018.0,7733.00,115.33,7058.0,946.0,8.0,93.26,1.54
2023-04-30,Fat Ham,370334.0,1604.00,75.09,4932.0,704.0,8.0,87.57,-0.76
2023-04-30,Funny Girl,1580650.95,-32358.30,193.12,8185.0,1219.0,8.0,83.93,0.14
2023-04-30,Good Night Oscar,640324.4,25919.88,112.99,5667.0,1022.0,7.0,79.21,-3.07
2023-04-30,Grey House,96424.0,0.00,107.62,896.0,896.0,0.0,100.0,0.0
2023-04-30,Hadestown,731360.5,-30136.25,105.63,6924.0,918.0,8.0,94.28,-0.57
2023-04-30,Hamilton,1809025.0,-137284.00,170.05,10638.0,1324.0,8.0,100.43,-0.34
2023-04-30,Harry Potter and the Cursed Child,1198620.2,-48640.40,105.48,11364.0,1622.0,8.0,87.58,4.48
2023-04-30,Kimberly Akimbo,419928.3,-36711.80,76.35,5500.0,773.0,8.0,88.94,-0.21
2023-04-30,Leopoldstadt,523006.9,40343.30,101.83,5136.0,1075.0,8.0,59.72,3.71
2023-04-30,Life of Pi,528894.56,4281.06,80.75,6550.0,978.0,8.0,83.72,3.24
2023-04-30,The Lion King,2155372.0,-9993.00,166.49,12946.0,1696.0,8.0,95.42,0.96
2023-04-30,MJ The Musical,1619636.0,-21556.00,151.28,10706.0,1387.0,8.0,96.49,-0.07
2023-04-30,Moulin Rouge! The Musical,1374577.7,25849.79,134.83,10195.0,1300.0,8.0,98.03,1.19
2023-04-30,New York New York,943393.5,-23711.00,74.50,12663.0,1643.0,7.0,96.34,6.11
2023-04-30,Parade,1067292.2,-33688.73,140.66,7588.0,1020.0,8.0,92.99,-2.5
2023-04-30,Peter Pan Goes Wrong,988559.6,170647.78,127.89,7730.0,1047.0,8.0,92.29,1.92
2023-04-30,Pictures From Home,310652.0,17792.00,67.56,4598.0,807.0,7.0,81.39,7.48
2023-04-30,Prima Facie,986850.7,179435.10,156.27,6315.0,802.0,8.0,98.43,1.55
2023-04-30,Shucked,550546.0,-35927.60,67.52,8154.0,1171.0,8.0,87.04,-2.16
2023-04-30,The Sign in Sidney Brustein's Window,512441.0,0.00,69.12,7414.0,1069.0,5.0,86.69,0.0
2023-04-30,SIX: The Musical,946237.0,-103725.00,127.61,7415.0,1031.0,8.0,89.9,-4.87
2023-04-30,Some Like It Hot,760744.73,-47716.57,97.21,7826.0,1448.0,8.0,67.56,-1.41
2023-04-30,Summer 1976,374454.0,19089.00,79.55,4707.0,637.0,8.0,92.37,-2.49
2023-04-30,Sweeney Todd,1783124.0,-40576.00,176.34,10112.0,1498.0,7.0,96.43,-4.35
2023-04-30,The Thanksgiving Play,219607.44,13800.84,59.99,3661.0,581.0,8.0,78.77,-6.32
2023-04-30,Wicked,1652822.0,-79894.00,120.45,13722.0,1807.0,8.0,94.92,-2.51
2023-05-07,& Juliet,1007243.8,-23524.50,128.90,7814.0,1026.0,8.0,95.2,-0.29
2023-05-07,Aladdin,1235940.2,-225159.40,96.78,12771.0,1727.0,8.0,92.44,-4.34
2023-05-07,Bad Cinderella,326302.9,-188677.50,54.33,6006.0,1398.0,8.0,53.7,-11.4
2023-05-07,A Beautiful Noise The Neil Diamond Musical,969330.4,-34902.40,139.37,6955.0,1152.0,8.0,75.47,0.27
2023-05-07,The Book of Mormon,854430.34,-97673.49,113.67,7517.0,1066.0,8.0,88.14,-7.65
2023-05-07,Camelot,831474.0,-89544.00,114.91,7236.0,1047.0,8.0,86.39,-3.62
2023-05-07,Chicago,571816.4,-129010.61,93.45,6119.0,1080.0,8.0,70.82,-15.58
2023-05-07,Dancin',483434.02,96464.20,90.24,5357.0,989.0,8.0,67.71,18.83
2023-05-07,A Doll's House,775968.0,-38050.00,113.85,6816.0,946.0,8.0,90.06,-3.2
2023-05-07,Fat Ham,349346.0,-20988.00,72.15,4842.0,704.0,8.0,85.97,-1.6
2023-05-07,Funny Girl,1448544.0,-132106.95,192.19,7537.0,1219.0,8.0,77.29,-6.64
2023-05-07,Good Night Oscar,702454.16,62129.76,144.06,4876.0,1022.0,7.0,68.16,-11.05
2023-05-07,Grey House,357213.35,260789.35,70.71,5052.0,896.0,0.0,80.55,-19.45
2023-05-07,Hadestown,629767.0,-101593.50,93.48,6737.0,918.0,8.0,91.73,-2.55
2023-05-07,Hamilton,1778225.0,-30800.00,166.64,10671.0,1324.0,8.0,100.75,0.32
2023-05-07,Harry Potter and the Cursed Child,1150811.5,-47808.70,107.70,10685.0,1622.0,8.0,82.34,-5.24
2023-05-07,Kimberly Akimbo,412278.75,-7649.55,73.61,5601.0,773.0,8.0,90.57,1.63
2023-05-07,Leopoldstadt,473453.34,-49553.56,89.21,5307.0,1075.0,8.0,61.71,1.99
2023-05-07,Life of Pi,498847.6,-30046.96,81.18,6145.0,978.0,8.0,78.54,-5.18
2023-05-07,The Lion King,1981150.0,-174222.00,163.03,12152.0,1696.0,8.0,89.56,-5.86
2023-05-07,MJ The Musical,1653203.0,33567.00,153.17,10793.0,1387.0,8.0,97.27,0.78
2023-05-07,Moulin Rouge! The Musical,1250851.83,-123725.87,123.04,10166.0,1300.0,8.0,97.75,-0.28
2023-05-07,New York New York,1019121.25,75727.75,91.84,11097.0,1659.0,8.0,83.61,-12.73
2023-05-07,Parade,1012351.4,-54940.80,139.83,7240.0,1020.0,8.0,88.73,-4.26
2023-05-07,Peter Pan Goes Wrong,683445.3,-305114.30,104.41,6546.0,1047.0,8.0,78.15,-14.14
2023-05-07,Prima Facie,973326.42,-13524.28,158.01,6160.0,802.0,8.0,96.01,-2.42
2023-05-07,Shucked,620075.4,69529.40,75.51,8212.0,1171.0,8.0,87.66,0.62
2023-05-07,The Sign in Sidney Brustein's Window,411323.0,-101118.00,60.97,6746.0,1069.0,8.0,78.88,-7.81
2023-05-07,SIX: The Musical,853369.0,-92868.00,124.29,6866.0,1031.0,8.0,83.24,-6.66
2023-05-07,Some Like It Hot,876192.81,115448.08,105.05,8341.0,1448.0,8.0,72.0,4.44
2023-05-07,Summer 1976,451360.0,76906.00,99.59,4532.0,637.0,8.0,88.93,-3.44
2023-05-07,Sweeney Todd,1826374.0,43250.00,176.00,10377.0,1498.0,7.0,98.96,2.53
2023-05-07,The Thanksgiving Play,199150.75,-20456.69,67.08,2969.0,581.0,8.0,63.88,-14.89
2023-05-07,Wicked,1484958.0,-167864.00,119.00,12479.0,1807.0,8.0,86.32,-8.6
2023-05-14,& Juliet,1066526.0,59282.20,137.35,7765.0,1026.0,8.0,94.6,-0.6
2023-05-14,Aladdin,1176092.4,-59847.80,94.70,12419.0,1727.0,8.0,89.89,-2.55
2023-05-14,Bad Cinderella,324003.0,-2299.90,45.84,7068.0,1398.0,8.0,63.2,9.5
2023-05-14,A Beautiful Noise The Neil Diamond Musical,1009263.25,39932.85,138.64,7280.0,1152.0,8.0,78.99,3.52
2023-05-14,The Book of Mormon,900222.2,45791.86,114.42,7868.0,1066.0,8.0,92.26,4.12
2023-05-14,Camelot,871290.0,39816.00,111.85,7790.0,1047.0,8.0,93.0,6.61
2023-05-14,Chicago,557149.15,-14667.25,93.64,5950.0,1080.0,8.0,68.87,-1.95
2023-05-14,Dancin',678146.7,194712.68,97.90,6927.0,989.0,8.0,87.55,19.84
2023-05-14,A Doll's House,804878.0,28910.00,117.55,6847.0,946.0,8.0,90.47,0.41
2023-05-14,Fat Ham,360032.7,10686.70,75.46,4771.0,704.0,8.0,84.71,-1.26
2023-05-14,Funny Girl,1637625.1,189081.10,184.52,8875.0,1219.0,8.0,91.01,13.72
2023-05-14,Good Night Oscar,668130.22,-34323.94,143.90,4643.0,1022.0,7.0,64.9,-3.26
2023-05-14,Grey House,384175.45,26962.10,71.17,5398.0,896.0,0.0,75.31,-5.24
2023-05-14,Hadestown,672948.25,43181.25,97.76,6884.0,918.0,8.0,93.74,2.01
2023-05-14,Hamilton,1889515.0,111290.00,182.12,10375.0,1324.0,8.0,97.95,-2.8
2023-05-14,Harry Potter and the Cursed Child,1056805.1,-94006.40,104.39,10124.0,1622.0,8.0,78.02,-4.32
2023-05-14,Kimberly Akimbo,487391.7,75112.95,84.85,5744.0,773.0,8.0,92.88,2.31
2023-05-14,Leopoldstadt,504742.98,31289.64,99.50,5073.0,1075.0,8.0,58.99,-2.72
2023-05-14,Life of Pi,537189.8,38342.20,85.46,6286.0,978.0,8.0,80.34,1.8
2023-05-14,The Lion King,1960078.0,-21072.00,156.24,12545.0,1696.0,8.0,92.46,2.9
2023-05-14,MJ The Musical,1606930.0,-46273.00,149.76,10730.0,1387.0,8.0,96.7,-0.57
2023-05-14,Moulin Rouge! The Musical,1262451.88,11600.05,125.58,10053.0,1300.0,8.0,96.66,-1.09
2023-05-14,New York New York,1009461.25,-9660.00,90.03,11212.0,1659.0,8.0,84.48,0.87
2023-05-14,Once Upon A One More Time,168988.5,0.00,126.21,1339.0,1604.0,0.0,83.48,0.0
2023-05-14,Parade,1100477.85,88126.45,144.48,7617.0,1020.0,8.0,93.35,4.62
2023-05-14,Peter Pan Goes Wrong,463335.0,-220110.30,86.70,5344.0,1047.0,8.0,63.8,-14.35
2023-05-14,Prima Facie,970121.2,-3205.22,155.47,6240.0,802.0,8.0,97.26,1.25
2023-05-14,Shucked,712754.8,92679.40,81.34,8763.0,1171.0,8.0,93.54,5.88
2023-05-14,The Sign in Sidney Brustein's Window,477889.24,66566.24,79.53,6009.0,1069.0,8.0,70.26,-8.62
2023-05-14,SIX: The Musical,936767.0,83398.00,127.54,7345.0,1031.0,8.0,89.05,5.81
2023-05-14,Some Like It Hot,993348.88,117156.07,106.85,9297.0,1448.0,8.0,80.26,8.26
2023-05-14,Summer 1976,474157.0,22797.00,101.79,4658.0,637.0,8.0,91.41,2.48
2023-05-14,Sweeney Todd,1840997.0,14623.00,180.19,10217.0,1498.0,7.0,97.43,-1.53
2023-05-14,The Thanksgiving Play,211781.0,12630.25,71.81,2949.0,581.0,8.0,63.45,-0.43
2023-05-14,Wicked,1500186.0,15228.00,119.64,12539.0,1807.0,8.0,86.74,0.42
