,Title,Weekly Gross,Gross Difference,Average Ticket Price,Seats Sold,Performance Count,Percent Capacity,Capacity Difference,Week Ending,Theater,Potential Gross,Top Ticket Price,Theater Capacity,Preview Count
13215,Private Lives,"$380,333.00","$56,019.00",$73.21,"5,195",8,65.66%,0.80%,2011-12-04,Music Box Theatre,"$854,405.00",$175.00,989,0
13216,Relatively Speaking,"$513,769.00","-$6,495.00",$96.63,"5,317",8,61.77%,0.13%,2011-12-04,Brooks Atkinson Theatre,"$950,840.00",$225.00,"1,076",0
13217,Rock of Ages,"$392,119.00","-$23,636.00",$93.94,"4,174",8,89.49%,4.71%,2011-12-04,Brooks Atkinson Theatre,"$587,312.00",$248.00,583,0
13218,Seminar,"$420,882.00",$701.00,$77.42,"5,436",8,84.51%,3.63%,2011-12-04,John Golden Theatre,"$685,490.00",$198.00,804,0
13219,Sister Act,"$787,283.00","$32,123.00",$80.95,"9,726",8,69.27%,3.08%,2011-12-04,Broadway Theatre,"$1,526,464.00",$200.00,"1,755",0
13220,Spider-Man Turn Off the Dark,"$1,385,685.00","-$684,511.00",$109.36,"12,671",8,82.07%,-14.83%,2011-12-04,Foxwoods Theatre,"$1,970,240.00",$275.00,"1,930",0
13221,Stick Fly,"$296,619.00","$26,020.00",$49.05,"6,047",0,70.05%,6.26%,2011-12-04,Cort Theatre,"$903,858.00",$250.00,"1,079",8
13222,Venus in Fur,"$389,284.00","-$20,498.00",$75.27,"5,172",8,99.46%,2.13%,2011-12-04,Samuel J. Friedman Theatre,"$606,813.00",$0.00,650,0
13223,War Horse,"$958,523.00","-$77,632.00",$114.97,"8,337",8,97.49%,-2.51%,2011-12-04,Vivian Beaumont Theater,"$1,032,020.00",$0.00,"1,069",0
13224,Wicked,"$1,656,955.00","-$548,070.00",$124.68,"13,290",8,91.83%,-8.17%,2011-12-04,Gershwin Theatre,"$1,681,127.00",$300.00,"1,809",0
13225,The Addams Family,"$890,346.00","$292,492.00",$97.23,"9,157",8,75.35%,10.71%,2011-11-27,Lunt-Fontanne Theatre,"$1,407,240.00",$300.00,"1,519",0
13226,Anything Goes,"$797,455.00","$129,651.00",$112.08,"7,115",8,86.68%,1.75%,2011-11-27,Stephen Sondheim Theatre,"$1,104,210.00",$250.00,"1,026",0
13227,Billy Elliot: The Musical,"$922,035.00","$206,582.00",$92.56,"9,962",8,87.63%,8.63%,2011-11-27,Imperial Theatre,"$1,327,900.00",$199.00,"1,421",0
13228,Bonnie & Clyde,"$395,637.00","$48,893.00",$60.17,"6,575",0,78.80%,0.28%,2011-11-27,Gerald Schoenfeld Theatre,"$931,090.00",$225.00,"1,043",8
13229,The Book of Mormon,"$1,677,963.00","$310,158.00",$170.42,"9,846",9,102.63%,0.00%,2011-11-27,Eugene O'Neill Theatre,"$1,498,186.00",$475.00,"1,066",0
13230,Chicago,"$614,925.00","$203,187.00",$86.46,"7,112",8,82.31%,22.60%,2011-11-27,Ambassador Theatre,"$1,015,100.00",$185.00,"1,080",0
13231,Chinglish,"$274,260.00","$63,445.00",$70.13,"3,911",8,45.39%,8.44%,2011-11-27,Longacre Theatre,"$857,343.00",$250.00,"1,077",0
13232,An Evening with Patti LuPone and Mandy Patinkin,"$313,879.00","-$45,077.00",$61.11,"5,136",7,69.35%,-4.70%,2011-11-27,Ethel Barrymore Theatre,"$892,350.00",$250.00,"1,058",0
13233,Follies,"$678,719.00","-$20,057.00",$111.96,"6,062",8,47.01%,-5.44%,2011-11-27,Marquis Theatre,"$1,563,200.00",$225.00,"1,612",0
13234,Godspell,"$404,876.00","$20,901.00",$94.24,"4,296",8,73.06%,-19.22%,2011-11-27,Circle in the Square Theatre,"$730,590.00",$199.00,735,0
13235,How to Succeed in Business Without Really Trying,"$1,271,961.00","$370,004.00",$112.37,"11,319",8,99.36%,19.22%,2011-11-27,Al Hirschfeld Theatre,"$1,393,600.00",$400.00,"1,424",0
13236,"Hugh Jackman, Back on Broadway","$1,472,987.00","$4,798.00",$153.21,"9,614",8,102.19%,0.14%,2011-11-27,Broadhurst Theatre,"$1,228,176.00",$350.00,"1,176",0
13237,Jersey Boys,"$1,099,523.00","$161,593.00",$121.93,"9,018",8,91.80%,2.79%,2011-11-27,August Wilson Theatre,"$1,180,668.00",$235.00,"1,228",0
13238,The Lion King,"$2,079,616.00","$546,915.00",$154.94,"13,422",8,100.05%,1.69%,2011-11-27,Minskoff Theatre,"$1,690,268.00",$197.50,"1,677",0
13239,Lysistrata Jones,"$152,419.00","$13,013.00",$28.33,"5,381",0,71.18%,7.08%,2011-11-27,Walter Kerr Theatre,"$848,760.00",$199.00,945,8
13240,Mamma Mia!,"$817,860.00","$213,118.00",$89.82,"9,106",8,75.98%,14.74%,2011-11-27,Winter Garden Theatre,"$1,408,912.00",$200.00,"1,498",0
13241,Man and Boy,"$315,015.00","-$21,507.00",$63.96,"4,925",8,84.56%,-6.80%,2011-11-27,American Airlines Theatre,"$667,000.00",$0.00,728,0
13242,Mary Poppins,"$1,236,147.00","$557,221.00",$93.62,"13,204",8,91.85%,28.46%,2011-11-27,New Amsterdam Theatre,"$1,432,390.00",$199.00,"1,797",0
13243,Memphis,"$729,924.00","$132,133.00",$82.57,"8,840",8,75.17%,8.21%,2011-11-27,Sam S. Shubert Theatre,"$1,203,805.00",$250.00,"1,470",0
13244,The Mountaintop,"$575,900.00","-$5,493.00",$93.54,"6,157",8,72.27%,-0.70%,2011-11-27,Bernard B. Jacobs Theatre,"$1,005,560.00",$225.00,"1,065",0
13245,On a Clear Day You Can See Forever,"$557,463.00","-$184,986.00",$81.93,"6,804",0,71.10%,-13.49%,2011-11-27,St. James Theatre,"$1,224,723.00",$300.00,"1,367",7
13246,Other Desert Cities,"$501,005.00","-$34,053.00",$101.54,"4,934",8,81.04%,-12.69%,2011-11-27,Booth Theatre,"$677,245.00",$0.00,761,0
13247,The Phantom of the Opera,"$1,118,532.00","$471,072.00",$93.54,"11,958",8,93.13%,27.62%,2011-11-27,Majestic Theatre,"$1,426,420.00",$200.00,"1,605",0
13248,Priscilla Queen of the Desert,"$760,599.00","$50,879.00",$92.03,"8,265",8,61.17%,-7.57%,2011-11-27,Palace Theatre,"$1,458,535.00",$200.00,"1,689",0
13249,Private Lives,"$324,314.00","-$47,056.00",$63.19,"5,132",8,64.86%,-13.82%,2011-11-27,Music Box Theatre,"$854,405.00",$175.00,989,0
13250,Relatively Speaking,"$520,264.00","-$72,287.00",$98.05,"5,306",8,61.64%,-7.49%,2011-11-27,Brooks Atkinson Theatre,"$950,840.00",$225.00,"1,076",0
13251,Rock of Ages,"$415,755.00","$39,379.00",$105.15,"3,954",8,84.78%,-0.73%,2011-11-27,Brooks Atkinson Theatre,"$587,312.00",$248.00,583,0
13252,Seminar,"$420,181.00","$170,678.00",$80.77,"5,202",8,80.88%,-3.45%,2011-11-27,John Golden Theatre,"$685,490.00",$198.00,804,0
13253,Sister Act,"$755,160.00","-$15,126.00",$81.26,"9,293",8,66.19%,-5.38%,2011-11-27,Broadway Theatre,"$1,504,203.00",$200.00,"1,755",0
13254,Spider-Man Turn Off the Dark,"$2,070,196.00","$765,780.00",$138.37,"14,961",8,96.90%,15.43%,2011-11-27,Foxwoods Theatre,"$1,970,240.00",$275.00,"1,930",0
13255,Stick Fly,"$270,599.00","$65,629.00",$49.15,"5,506",0,63.79%,-9.56%,2011-11-27,Cort Theatre,"$925,128.00",$250.00,"1,079",8
13256,Venus in Fur,"$409,782.00","$39,180.00",$80.97,"5,061",8,97.33%,0.04%,2011-11-27,Samuel J. Friedman Theatre,"$606,813.00",$0.00,650,0
13257,War Horse,"$1,036,155.00","$61,520.00",$121.16,"8,552",8,100.00%,0.68%,2011-11-27,Vivian Beaumont Theater,"$1,059,350.00",$0.00,"1,069",0
13258,Wicked,"$2,205,025.00","$669,536.00",$152.37,"14,472",8,100.00%,7.99%,2011-11-27,Gershwin Theatre,"$1,681,127.00",$300.00,"1,809",0
13259,The Addams Family,"$597,854.00","-$131,509.00",$76.11,"7,855",8,64.64%,-11.96%,2011-11-20,Lunt-Fontanne Theatre,"$1,407,240.00",$300.00,"1,519",0
13260,Anything Goes,"$667,804.00","-$80,551.00",$95.80,"6,971",8,84.93%,-5.10%,2011-11-20,Stephen Sondheim Theatre,"$1,017,020.00",$250.00,"1,026",0
13261,Billy Elliot: The Musical,"$715,453.00","-$100,945.00",$79.66,"8,981",8,79.00%,-6.57%,2011-11-20,Imperial Theatre,"$1,327,900.00",$199.00,"1,421",0
13262,Bonnie & Clyde,"$346,744.00","-$69,097.00",$52.92,"6,552",0,78.52%,-9.17%,2011-11-20,Gerald Schoenfeld Theatre,"$923,540.00",$225.00,"1,043",8
13263,The Book of Mormon,"$1,367,805.00","$12,133.00",$156.29,"8,752",8,102.63%,0.00%,2011-11-20,Eugene O'Neill Theatre,"$1,250,032.00",$475.00,"1,066",0
13264,Chicago,"$411,738.00","-$138,265.00",$79.81,"5,159",8,59.71%,-16.02%,2011-11-20,Ambassador Theatre,"$1,006,780.00",$185.00,"1,080",0
13265,Chinglish,"$210,815.00","-$166,022.00",$66.21,"3,184",8,36.95%,-28.44%,2011-11-20,Longacre Theatre,"$872,128.00",$250.00,"1,077",0
13266,An Evening with Patti LuPone and Mandy Patinkin,"$358,956.00",$0.00,$76.36,"4,701",0,74.05%,0.00%,2011-11-20,Ethel Barrymore Theatre,"$767,100.00",$250.00,"1,058",6
13267,Follies,"$698,776.00","-$98,340.00",$103.31,"6,764",8,52.45%,-8.05%,2011-11-20,Marquis Theatre,"$1,563,200.00",$225.00,"1,612",0
13268,Godspell,"$383,975.00","$24,854.00",$70.77,"5,426",8,92.28%,-7.35%,2011-11-20,Circle in the Square Theatre,"$730,590.00",$199.00,735,0
13269,How to Succeed in Business Without Really Trying,"$901,957.00","-$100,359.00",$98.80,"9,129",8,80.14%,-7.45%,2011-11-20,Al Hirschfeld Theatre,"$1,395,760.00",$300.00,"1,424",0
13270,"Hugh Jackman, Back on Broadway","$1,468,189.00","$220,788.00",$152.92,"9,601",8,102.05%,1.11%,2011-11-20,Broadhurst Theatre,"$1,228,176.00",$350.00,"1,176",0
13271,Jersey Boys,"$937,930.00","-$81,457.00",$107.27,"8,744",8,89.01%,-2.81%,2011-11-20,August Wilson Theatre,"$1,180,668.00",$235.00,"1,228",0
13272,The Lion King,"$1,532,701.00","-$34,969.00",$116.15,"13,196",8,98.36%,-1.69%,2011-11-20,Minskoff Theatre,"$1,690,268.00",$197.50,"1,677",0
13273,Lysistrata Jones,"$139,406.00",$0.00,$32.88,"4,240",0,64.10%,0.00%,2011-11-20,Walter Kerr Theatre,"$742,665.00",$199.00,945,7
13274,Mamma Mia!,"$604,742.00","-$140,858.00",$82.40,"7,339",8,61.24%,-12.65%,2011-11-20,Winter Garden Theatre,"$1,376,936.00",$200.00,"1,498",0
13275,Man and Boy,"$336,522.00","$19,570.00",$63.24,"5,321",8,91.36%,6.98%,2011-11-20,American Airlines Theatre,"$645,960.00",$0.00,728,0
13276,Mary Poppins,"$678,926.00","-$115,526.00",$74.50,"9,113",8,63.39%,-7.87%,2011-11-20,New Amsterdam Theatre,"$1,386,780.00",$177.00,"1,797",0
13277,Memphis,"$597,791.00","-$119,034.00",$75.91,"7,875",8,66.96%,-15.87%,2011-11-20,Sam S. Shubert Theatre,"$1,198,660.00",$250.00,"1,470",0
13278,The Mountaintop,"$581,393.00","-$159,999.00",$93.52,"6,217",8,72.97%,-15.08%,2011-11-20,Bernard B. Jacobs Theatre,"$996,280.00",$225.00,"1,065",0
13279,On a Clear Day You Can See Forever,"$742,449.00","$443,896.00",$91.73,"8,094",0,84.59%,-8.53%,2011-11-20,St. James Theatre,"$1,208,523.00",$300.00,"1,367",7
13280,Other Desert Cities,"$535,058.00","$1,241.00",$93.77,"5,706",8,93.73%,-7.17%,2011-11-20,Booth Theatre,"$643,000.00",$0.00,761,0
13281,The Phantom of the Opera,"$647,460.00","-$159,358.00",$76.97,"8,412",8,65.51%,-16.53%,2011-11-20,Majestic Theatre,"$1,426,420.00",$200.00,"1,605",0
13282,Priscilla Queen of the Desert,"$709,720.00","-$93,755.00",$76.41,"9,288",8,68.74%,-6.19%,2011-11-20,Palace Theatre,"$1,458,535.00",$200.00,"1,689",0
13283,Private Lives,"$371,370.00","$7,565.00",$59.66,"6,225",5,78.68%,-10.21%,2011-11-20,Music Box Theatre,"$854,405.00",$175.00,989,3
13284,Relatively Speaking,"$592,551.00","-$96,869.00",$99.57,"5,951",8,69.13%,-11.86%,2011-11-20,Brooks Atkinson Theatre,"$950,840.00",$225.00,"1,076",0
13285,Rock of Ages,"$376,376.00","-$43,907.00",$94.38,"3,988",8,85.51%,-6.92%,2011-11-20,Brooks Atkinson Theatre,"$563,992.00",$223.00,583,0
13286,Seminar,"$249,503.00","-$120,446.00",$52.57,"4,746",1,84.33%,-8.35%,2011-11-20,John Golden Theatre,"$600,810.00",$198.00,804,6
13287,Sister Act,"$770,286.00","$24,667.00",$76.66,"10,048",8,71.57%,-1.68%,2011-11-20,Broadway Theatre,"$1,508,624.00",$200.00,"1,755",0
13288,Spider-Man Turn Off the Dark,"$1,304,416.00","-$198,363.00",$103.70,"12,579",8,81.47%,-7.49%,2011-11-20,Foxwoods Theatre,"$1,970,240.00",$275.00,"1,930",0
13289,Stick Fly,"$204,970.00",$0.00,$51.80,"3,957",0,73.35%,0.00%,2011-11-20,Cort Theatre,"$578,205.00",$250.00,"1,079",5
13290,Venus in Fur,"$370,602.00","$71,843.00",$73.26,"5,059",8,97.29%,-0.63%,2011-11-20,Samuel J. Friedman Theatre,"$606,813.00",$0.00,650,0
13291,War Horse,"$974,635.00","-$10,908.00",$114.74,"8,494",8,99.32%,-0.39%,2011-11-20,Vivian Beaumont Theater,"$1,032,020.00",$0.00,"1,069",0
13292,Wicked,"$1,535,489.00","-$111,094.00",$115.31,"13,316",8,92.01%,-4.70%,2011-11-20,Gershwin Theatre,"$1,681,127.00",$300.00,"1,809",0
13293,The Addams Family,"$729,363.00","$140,314.00",$78.35,"9,309",8,76.60%,10.82%,2011-11-13,Lunt-Fontanne Theatre,"$1,407,240.00",$300.00,"1,519",0
13294,Anything Goes,"$748,355.00","$50,922.00",$101.27,"7,390",8,90.03%,5.62%,2011-11-13,Stephen Sondheim Theatre,"$1,017,020.00",$250.00,"1,026",0
13295,Billy Elliot: The Musical,"$816,398.00","$95,661.00",$83.92,"9,728",8,85.57%,6.56%,2011-11-13,Imperial Theatre,"$1,327,900.00",$199.00,"1,421",0
13296,Bonnie & Clyde,"$415,841.00","$150,694.00",$56.83,"7,317",0,87.69%,2.72%,2011-11-13,Gerald Schoenfeld Theatre,"$925,940.00",$225.00,"1,043",8
13297,The Book of Mormon,"$1,355,672.00","-$14,605.00",$154.90,"8,752",8,102.63%,0.00%,2011-11-13,Eugene O'Neill Theatre,"$1,250,032.00",$475.00,"1,066",0
13298,Chicago,"$550,003.00","$92,295.00",$84.06,"6,543",8,75.73%,8.24%,2011-11-13,Ambassador Theatre,"$1,010,580.00",$185.00,"1,080",0
13299,Chinglish,"$376,837.00","$82,676.00",$66.89,"5,634",8,65.39%,10.54%,2011-11-13,Longacre Theatre,"$872,128.00",$250.00,"1,077",0
13300,Follies,"$797,116.00","-$31,745.00",$102.17,"7,802",8,60.50%,-3.33%,2011-11-13,Marquis Theatre,"$1,563,200.00",$225.00,"1,612",0
13301,Godspell,"$359,121.00","$48,213.00",$61.30,"5,858",8,99.63%,2.40%,2011-11-13,Circle in the Square Theatre,"$730,590.00",$199.00,735,0
13302,How to Succeed in Business Without Really Trying,"$1,002,316.00","$123,972.00",$100.45,"9,978",8,87.59%,4.73%,2011-11-13,Al Hirschfeld Theatre,"$1,395,760.00",$300.00,"1,424",0
13303,"Hugh Jackman, Back on Broadway","$1,247,401.00","$73,616.00",$131.36,"9,496",5,100.94%,5.51%,2011-11-13,Broadhurst Theatre,"$1,232,976.00",$350.00,"1,176",3
13304,Jersey Boys,"$1,019,387.00","$78,229.00",$113.01,"9,020",8,91.82%,3.25%,2011-11-13,August Wilson Theatre,"$1,180,668.00",$235.00,"1,228",0
13305,The Lion King,"$1,567,670.00","-$11,610.00",$116.79,"13,423",8,100.05%,0.00%,2011-11-13,Minskoff Theatre,"$1,690,268.00",$197.50,"1,677",0
13306,Mamma Mia!,"$745,600.00","$79,275.00",$84.20,"8,855",8,73.89%,8.12%,2011-11-13,Winter Garden Theatre,"$1,383,536.00",$200.00,"1,498",0
13307,Man and Boy,"$316,952.00","$18,039.00",$64.50,"4,914",8,84.38%,3.44%,2011-11-13,American Airlines Theatre,"$645,960.00",$0.00,728,0
13308,Mary Poppins,"$794,452.00","$172,203.00",$77.55,"10,244",8,71.26%,13.09%,2011-11-13,New Amsterdam Theatre,"$1,386,780.00",$177.00,"1,797",0
13309,Memphis,"$716,825.00","$86,852.00",$73.59,"9,741",8,82.83%,8.85%,2011-11-13,Sam S. Shubert Theatre,"$1,203,140.00",$250.00,"1,470",0
13310,The Mountaintop,"$741,392.00","$43,890.00",$98.83,"7,502",8,88.05%,3.12%,2011-11-13,Bernard B. Jacobs Theatre,"$1,001,280.00",$225.00,"1,065",0
13311,On a Clear Day You Can See Forever,"$298,553.00",$0.00,$117.26,"2,546",0,93.12%,0.00%,2011-11-13,St. James Theatre,"$357,778.00",$300.00,"1,367",2
13312,Other Desert Cities,"$533,817.00","$102,997.00",$86.90,"6,143",8,100.90%,1.31%,2011-11-13,Booth Theatre,"$647,400.00",$0.00,761,0
13313,The Phantom of the Opera,"$806,818.00","$52,539.00",$76.12,"10,599",8,82.04%,4.02%,2011-11-13,Majestic Theatre,"$1,431,026.00",$200.00,"1,615",0
13314,Priscilla Queen of the Desert,"$803,475.00","$91,702.00",$79.36,"10,124",8,74.93%,8.56%,2011-11-13,Palace Theatre,"$1,458,535.00",$200.00,"1,689",0
13315,Private Lives,"$363,805.00","$312,555.00",$51.73,"7,033",0,88.89%,4.56%,2011-11-13,Music Box Theatre,"$857,605.00",$175.00,989,8
13316,Relatively Speaking,"$689,420.00","-$53,473.00",$98.88,"6,972",8,80.99%,-12.20%,2011-11-13,Brooks Atkinson Theatre,"$950,840.00",$225.00,"1,076",0
13317,Rock of Ages,"$420,283.00","$57,472.00",$97.49,"4,311",8,92.43%,3.73%,2011-11-13,Brooks Atkinson Theatre,"$563,992.00",$223.00,583,0
13318,Seminar,"$369,949.00","$61,930.00",$62.06,"5,961",0,92.68%,14.82%,2011-11-13,John Golden Theatre,"$685,490.00",$198.00,804,8
13319,Sister Act,"$745,619.00","$117,865.00",$72.50,"10,284",8,73.25%,-1.76%,2011-11-13,Broadway Theatre,"$1,491,628.00",$200.00,"1,755",0
13320,Spider-Man Turn Off the Dark,"$1,502,779.00","$83,556.00",$109.40,"13,736",8,88.96%,3.13%,2011-11-13,Foxwoods Theatre,"$1,970,240.00",$275.00,"1,930",0
13321,Venus in Fur,"$298,759.00","$32,345.00",$58.67,"5,092",8,97.92%,7.52%,2011-11-13,Samuel J. Friedman Theatre,"$612,719.00",$0.00,650,0
13322,War Horse,"$985,543.00","$28,390.00",$115.58,"8,527",8,99.71%,1.60%,2011-11-13,Vivian Beaumont Theater,"$1,032,020.00",$0.00,"1,069",0
13323,Wicked,"$1,646,583.00","$110,972.00",$117.65,"13,996",8,96.71%,1.07%,2011-11-13,Gershwin Theatre,"$1,681,127.00",$300.00,"1,809",0
13324,The Addams Family,"$589,049.00","-$58,052.00",$73.69,"7,994",8,65.78%,-3.57%,2011-11-06,Lunt-Fontanne Theatre,"$1,407,240.00",$300.00,"1,519",0
13325,Anything Goes,"$697,433.00","-$53,953.00",$100.67,"6,928",8,84.41%,-6.44%,2011-11-06,Stephen Sondheim Theatre,"$1,017,020.00",$250.00,"1,026",0
13326,Billy Elliot: The Musical,"$720,737.00","$7,024.00",$80.24,"8,982",8,79.01%,2.11%,2011-11-06,Imperial Theatre,"$1,327,900.00",$199.00,"1,421",0
13327,Bonnie & Clyde,"$265,147.00",$0.00,$59.84,"4,431",0,84.97%,0.00%,2011-11-06,Gerald Schoenfeld Theatre,"$584,375.00",$225.00,"1,043",5
13328,The Book of Mormon,"$1,370,277.00","$19,108.00",$156.57,"8,752",8,102.63%,0.00%,2011-11-06,Eugene O'Neill Theatre,"$1,250,032.00",$475.00,"1,066",0
13329,Chicago,"$457,708.00","-$75,592.00",$78.50,"5,831",8,67.49%,-9.70%,2011-11-06,Ambassador Theatre,"$1,010,580.00",$185.00,"1,080",0
13330,Chinglish,"$294,161.00","-$15,389.00",$62.24,"4,726",8,54.85%,-17.82%,2011-11-06,Longacre Theatre,"$872,128.00",$250.00,"1,077",0
13331,Follies,"$828,861.00","-$16,828.00",$100.70,"8,231",8,63.83%,-0.62%,2011-11-06,Marquis Theatre,"$1,563,200.00",$225.00,"1,612",0
13332,Godspell,"$310,908.00","$45,992.00",$54.38,"5,717",0,97.23%,9.70%,2011-11-06,Circle in the Square Theatre,"$730,590.00",$199.00,735,8
13333,How to Succeed in Business Without Really Trying,"$878,344.00","-$17,156.00",$93.05,"9,439",8,82.86%,-2.84%,2011-11-06,Al Hirschfeld Theatre,"$1,395,760.00",$300.00,"1,424",0
13334,"Hugh Jackman, Back on Broadway","$1,173,785.00","-$37,189.00",$149.41,"7,856",0,95.43%,1.37%,2011-11-06,Broadhurst Theatre,"$1,078,854.00",$350.00,"1,176",7
13335,Jersey Boys,"$941,158.00","-$15,642.00",$108.17,"8,701",8,88.57%,-4.72%,2011-11-06,August Wilson Theatre,"$1,180,668.00",$235.00,"1,228",0
13336,The Lion King,"$1,579,280.00","$41,360.00",$117.66,"13,423",8,100.05%,0.09%,2011-11-06,Minskoff Theatre,"$1,690,268.00",$197.50,"1,677",0
13337,Mamma Mia!,"$666,325.00","-$182,396.00",$84.54,"7,882",8,65.77%,-17.37%,2011-11-06,Winter Garden Theatre,"$1,383,536.00",$200.00,"1,498",0
13338,Man and Boy,"$298,913.00","$15,934.00",$63.41,"4,714",8,80.94%,3.52%,2011-11-06,American Airlines Theatre,"$645,960.00",$0.00,728,0
13339,Mary Poppins,"$622,249.00","-$15,527.00",$74.41,"8,363",8,58.17%,-3.66%,2011-11-06,New Amsterdam Theatre,"$1,386,780.00",$177.00,"1,797",0
13340,Memphis,"$629,973.00","-$7,742.00",$72.41,"8,700",8,73.98%,1.25%,2011-11-06,Sam S. Shubert Theatre,"$1,203,140.00",$250.00,"1,470",0
13341,The Mountaintop,"$697,502.00","-$15,258.00",$96.39,"7,236",8,84.93%,-1.58%,2011-11-06,Bernard B. Jacobs Theatre,"$1,001,280.00",$225.00,"1,065",0
13342,Other Desert Cities,"$430,820.00","$4,113.00",$71.06,"6,063",5,99.59%,0.72%,2011-11-06,Booth Theatre,"$647,400.00",$0.00,761,3
13343,The Phantom of the Opera,"$754,279.00","-$72,794.00",$74.83,"10,080",8,78.02%,-4.53%,2011-11-06,Majestic Theatre,"$1,431,026.00",$200.00,"1,615",0
13344,Priscilla Queen of the Desert,"$711,773.00","-$7,985.00",$79.37,"8,968",8,66.37%,-0.48%,2011-11-06,Palace Theatre,"$1,458,535.00",$200.00,"1,689",0
13345,Private Lives,"$51,250.00",$0.00,$61.45,834,0,84.33%,0.00%,2011-11-06,Music Box Theatre,"$108,150.00",$175.00,989,1
13346,Relatively Speaking,"$742,893.00",$990.00,$92.61,"8,022",8,93.19%,-4.66%,2011-11-06,Brooks Atkinson Theatre,"$950,840.00",$225.00,"1,076",0
13347,Rock of Ages,"$362,811.00","$7,550.00",$87.70,"4,137",8,88.70%,2.14%,2011-11-06,Brooks Atkinson Theatre,"$563,992.00",$223.00,583,0
13348,Seminar,"$308,019.00","$164,169.00",$61.51,"5,008",0,77.86%,-5.22%,2011-11-06,John Golden Theatre,"$685,490.00",$198.00,804,8
13349,Sister Act,"$627,754.00","-$17,594.00",$70.07,"8,959",8,75.01%,-2.02%,2011-11-06,Broadway Theatre,"$1,491,628.00",$200.00,"1,493",0
13350,Spider-Man Turn Off the Dark,"$1,419,223.00","$48,650.00",$107.10,"13,252",8,85.83%,1.94%,2011-11-06,Foxwoods Theatre,"$1,970,240.00",$275.00,"1,930",0
13351,Venus in Fur,"$266,414.00","$17,902.00",$56.67,"4,701",0,90.40%,11.73%,2011-11-06,Samuel J. Friedman Theatre,"$558,244.00",$0.00,650,8
13352,War Horse,"$957,153.00","-$25,210.00",$114.08,"8,390",8,98.11%,-1.90%,2011-11-06,Vivian Beaumont Theater,"$1,032,020.00",$0.00,"1,069",0
13353,Wicked,"$1,535,611.00","-$93,934.00",$110.95,"13,841",8,95.64%,-3.36%,2011-11-06,Gershwin Theatre,"$1,681,127.00",$300.00,"1,809",0
13354,The Addams Family,"$647,101.00","-$86,773.00",$76.79,"8,427",8,69.35%,-10.57%,2011-10-30,Lunt-Fontanne Theatre,"$1,407,240.00",$300.00,"1,519",0
13355,Anything Goes,"$751,386.00","-$100,986.00",$100.76,"7,457",8,90.85%,-4.87%,2011-10-30,Stephen Sondheim Theatre,"$1,017,020.00",$250.00,"1,026",0
13356,Billy Elliot: The Musical,"$713,713.00","-$135,791.00",$81.64,"8,742",8,76.90%,-13.69%,2011-10-30,Imperial Theatre,"$1,327,900.00",$199.00,"1,421",0
13357,The Book of Mormon,"$1,351,169.00","$4,354.00",$154.38,"8,752",8,102.63%,0.00%,2011-10-30,Eugene O'Neill Theatre,"$1,250,032.00",$475.00,"1,066",0
13358,Chicago,"$533,300.00","-$31,258.00",$79.97,"6,669",8,77.19%,-4.51%,2011-10-30,Ambassador Theatre,"$1,010,580.00",$185.00,"1,080",0
13359,Chinglish,"$309,550.00","-$12,919.00",$49.44,"6,261",5,72.67%,1.12%,2011-10-30,Longacre Theatre,"$872,128.00",$250.00,"1,077",3
13360,Follies,"$845,689.00","-$128,732.00",$101.76,"8,311",8,64.45%,-10.15%,2011-10-30,Marquis Theatre,"$1,563,200.00",$225.00,"1,612",0
13361,Godspell,"$264,916.00","-$56,844.00",$51.47,"5,147",0,87.53%,-0.97%,2011-10-30,Circle in the Square Theatre,"$730,590.00",$199.00,735,8
13362,How to Succeed in Business Without Really Trying,"$895,500.00","-$95,226.00",$91.72,"9,763",8,85.70%,-4.33%,2011-10-30,Al Hirschfeld Theatre,"$1,395,760.00",$300.00,"1,424",0
13363,"Hugh Jackman, Back on Broadway","$1,210,974.00",$0.00,$136.85,"8,849",0,94.06%,0.00%,2011-10-30,Broadhurst Theatre,"$1,232,976.00",$350.00,"1,176",8
13364,Jersey Boys,"$956,800.00","-$106,772.00",$104.40,"9,165",8,93.29%,-3.81%,2011-10-30,August Wilson Theatre,"$1,180,668.00",$235.00,"1,228",0
13365,The Lion King,"$1,537,920.00","-$23,470.00",$114.69,"13,410",8,99.96%,-0.06%,2011-10-30,Minskoff Theatre,"$1,690,268.00",$197.50,"1,677",0
13366,Mamma Mia!,"$848,721.00","$12,749.00",$85.18,"9,964",8,83.14%,-0.09%,2011-10-30,Winter Garden Theatre,"$1,383,536.00",$200.00,"1,498",0
